patric_id	locus_tag	product	gene
511145.12.peg.3022	b2927	D-erythrose-4-phosphate dehydrogenase (EC 1.2.1.72)	epd
511145.12.peg.3023	b2928	Uncharacterized sugar kinase YggC	yggC
511145.12.peg.3024	b2929	Fumarate hydratase FumE (EC 4.2.1.2)	yggD
511145.12.peg.3025	b2930	Fructose-1%2C6-bisphosphatase%2C GlpX type (EC 3.1.3.11)	yggF
511145.12.peg.3026	b4465	Uncharacterized protein YggP	yggP
511145.12.peg.3027	b2933	PTS system%2C mannitol-specific IIC component / PTS system%2C mannitol-specific IIB component (EC 2.7.1.197)	cmtA
511145.12.peg.3028	b2934	PTS system%2C mannitol-specific cryptic IIA component (EC 2.7.1.197)	cmtB
511145.12.peg.3029	b2935	Transketolase (EC 2.2.1.1)	tktA
511145.12.peg.303	b4671	hypothetical protein	ykgR
511145.12.peg.3030	b2936	Putative metalloprotease yggG (EC 3.4.24.-)	yggG
511145.12.peg.3031	b2937	Agmatinase (EC 3.5.3.11)	speB
511145.12.peg.3032	b2938	Biosynthetic arginine decarboxylase (EC 4.1.1.19)	speA
511145.12.peg.3033	b2939	Uncharacterized protein YqgB	yqgB
511145.12.peg.3035	b2942	S-adenosylmethionine synthetase (EC 2.5.1.6)	metK
511145.12.peg.3036	b2943	Galactose-proton symport	galP
511145.12.peg.3037	b2944	Protein SprT	yggI
511145.12.peg.3038	b2945	hypothetical protein	endA
511145.12.peg.3039	b2946	16S rRNA (uracil(1498)-N(3))-methyltransferase (EC 2.1.1.193)	rsmE
511145.12.peg.3040	b2947	Glutathione synthetase (EC 6.3.2.3)	gshB
511145.12.peg.3041	b2948	UPF0301 protein YqgE	yqgE
511145.12.peg.3042	b2949	Putative pre-16S rRNA nuclease YqgF	yqgF
511145.12.peg.3044	b2950	Twitching motility protein PilT	yggR
511145.12.peg.3045	b2951	Pyridoxal phosphate-containing protein YggS	yggS
511145.12.peg.3046	b2952	Cell division integral membrane protein%2C YggT and half-length relatives	yggT
511145.12.peg.3047	b2953	UPF0235 protein VC0458	yggU
511145.12.peg.3048	b2954	Nucleoside 5-triphosphatase RdgB (dHAPTP%2C dITP%2C XTP-specific) (EC 3.6.1.66)	rdgB
511145.12.peg.3049	b2955	Oxygen-independent coproporphyrinogen-III oxidase-like protein YggW	yggW
511145.12.peg.305	b0298	Transposase InsE for insertion sequence IS3E	insE
511145.12.peg.3050	b2956	Putative alpha helix chain	yggM
511145.12.peg.3051	b2957	L-asparaginase (EC 3.5.1.1)	ansB
511145.12.peg.3052	b2958	FIG004016: Uncharacterized protein YggN	yggN
511145.12.peg.3054	b2959	FIG002060: uncharacterized protein YggL	yggL
511145.12.peg.3055	b2960	tRNA (guanine(46)-N(7))-methyltransferase (EC 2.1.1.33)	trmI
511145.12.peg.3056	b2961	A/G-specific adenine glycosylase (EC 3.2.2.-)	mutY
511145.12.peg.3057	b2962	FIG001341: Probable Fe(2+)-trafficking protein YggX	yggX
511145.12.peg.3058	b2963	Membrane-bound lytic murein transglycosylase C (EC 3.2.1.n1)	mltC
511145.12.peg.306	b0299	Transposase InsF for insertion sequence IS3 @ Mobile element protein	insF
511145.12.peg.3060	b2964	Nucleoside permease NupG	nupG
511145.12.peg.3061	b2965	Ornithine decarboxylase (EC 4.1.1.17)	speC
511145.12.peg.3062	b2966	Putative inner membrane protein YqgA	yqgA
511145.12.peg.3063	b2968	General secretion pathway protein M	yghD
511145.12.peg.3064	b2969	General secretion pathway protein L	yghE
511145.12.peg.3066	b2971	Hypothetical lipoprotein yghG precursor	yghG
511145.12.peg.3067	b2972	Leader peptidase (Prepilin peptidase) (EC 3.4.23.43) / N-methyltransferase (EC 2.1.1.-)	pppA
511145.12.peg.3068	b4466	Putative lipoprotein AcfD-like	yghJ
511145.12.peg.3069	b2975	Glycolate permease	glcA
511145.12.peg.3070	b2976	Malate synthase G (EC 2.3.3.9)	glcB
511145.12.peg.3071	b2977	Hypothetical protein GlcG in glycolate utilization operon	glcG
511145.12.peg.3072	b4467	Glycolate dehydrogenase (EC 1.1.99.14)%2C iron-sulfur subunit GlcF	glcF
511145.12.peg.3073	b4468	Glycolate dehydrogenase (EC 1.1.99.14)%2C FAD-binding subunit GlcE	glcE
511145.12.peg.3074	b2979	Glycolate dehydrogenase (EC 1.1.99.14)%2C subunit GlcD	glcD
511145.12.peg.3075	b2980	Glycolate utilization operon transcriptional activator GlcC	glcC
511145.12.peg.3076	b2981	Hypothetical protein associated with Serine palmitoyltransferase	yghO
511145.12.peg.3077	b2982	Transposase InsH for insertion sequence element IS5	insH
511145.12.peg.3078	b2983	Inner membrane protein YghQ%2C probably involved in polysaccharide biosynthesis	yghQ
511145.12.peg.3079	b2984	Conserved protein YghR%2C with nucleoside triphosphate hydrolase domain	yghR
511145.12.peg.308	b4631	Oxidoreductase%2C aldo/keto reductase family	ykgQ
511145.12.peg.3080	b2985	Conserved ATP-binding protein YghS	yghS
511145.12.peg.3081	b2986	Conserved protein YghT%2C with nucleoside triphosphate hydrolase domain	yghT
511145.12.peg.3082	b2987	Low-affinity inorganic phosphate transporter	pitB
511145.12.peg.3083	b2988	Glutathionylspermidine synthase (EC 6.3.1.8) / Glutathionylspermidine amidohydrolase (EC 3.5.1.78)	gsp
511145.12.peg.3084	b2989	Uncharacterized GST-like protein yghU associated with glutathionylspermidine synthetase/amidase	yghU
511145.12.peg.3085	b2990	[NiFe] hydrogenase metallocenter assembly protein HybG	hybG
511145.12.peg.3086	b2991	[NiFe] hydrogenase nickel incorporation protein HybF	hybF
511145.12.peg.3087	b2992	Hydrogenase-2 operon protein HybE	hybE
511145.12.peg.3088	b2993	Hydrogenase maturation protease HybD	hybD
511145.12.peg.3089	b2994	Ni/Fe-hydrogenase 2 large subunit HybC (EC 1.12.99.6)	hybC
511145.12.peg.309	b0301	Inner membrane protein RclC associated with response to reactive chlorine species	ykgB
511145.12.peg.3090	b2995	Ni/Fe-hydrogenase 2 b-type cytochrome subunit HybB	hybB
511145.12.peg.3091	b2996	Hydrogenase-2 operon protein HybA	hybA
511145.12.peg.3092	b2997	Ni/Fe-hydrogenase 2 small subunit HybO (EC 1.12.99.6)	hybO
511145.12.peg.3093	b2998	Uncharacterized protein YghW	yghW
511145.12.peg.3094	b4658	Dienelactone hydrolase family protein	yghX
511145.12.peg.3097	b3001	L-glyceraldehyde 3-phosphate reductase	yghZ
511145.12.peg.3098	b3002	UPF0114 protein YqhA	yqhA
511145.12.peg.3099	b3003	Uncharacterized oxidoreductase YghA	yghA
511145.12.peg.31	b0033	Carbamoyl-phosphate synthase large chain (EC 6.3.5.5)	carB
511145.12.peg.310	b0303	Uncharacterized protein RclB associated with response to reactive chlorine species	ykgI
511145.12.peg.3100	b3005	TonB-ExbBD energy transducing system%2C ExbD subunit	exbD
511145.12.peg.3101	b3006	TonB-ExbBD energy transducing system%2C ExbB subunit	exbB
511145.12.peg.3102	b3008	Cystathionine beta-lyase (EC 4.4.1.8)	metC
511145.12.peg.3103	b3009	DedA family inner membrane protein YghB	yghB
511145.12.peg.3104	b3010	Transcriptional regulator YqhC%2C positively regulates YqhD and DkgA	yqhC
511145.12.peg.3106	b3011	NADPH-dependent broad range aldehyde dehydrogenase YqhD	yqhD
511145.12.peg.3107	b3012	Methylglyoxal reductase%2C dihydroxyacetone producing @ 2%2C5-didehydrogluconate reductase (2-dehydro-D-gluconate-forming) (EC 1.1.1.274)	dkgA
511145.12.peg.3108	b3013	Uncharacterized protein YqhG	yqhG
511145.12.peg.3109	b3014	Uncharacterized lipoprotein YqhH	yqhH
511145.12.peg.311	b0304	Putative Dihydrolipoamide dehydrogenase (EC 1.8.1.4)%3B Mercuric ion reductase (EC 1.16.1.1)%3B PF00070 family%2C FAD-dependent NAD(P)-disulphide oxidoreductase	ykgC
511145.12.peg.3110	b4469	UPF0313 [4Fe-4S] protein YgiQ	ygiQ
511145.12.peg.3111	b3017	Cell division protein FtsP	ftsP
511145.12.peg.3112	b3018	Acyl-CoA:1-acyl-sn-glycerol-3-phosphate acyltransferase (EC 2.3.1.51) @ Acyl-ACP:1-acyl-sn-glycerol-3-phosphate acyltransferase (EC 2.3.1.n4)	plsC
511145.12.peg.3113	b3019	DNA topoisomerase IV subunit A (EC 5.99.1.3)	parC
511145.12.peg.3114	b3020	Probable deoxycholate-binding periplasmic protein YgiS	ygiS
511145.12.peg.3115	b3021	Antitoxin YgiT	ygiT
511145.12.peg.3116	b3023	Transcriptional regulator YgiV%2C AraC family	ygiV
511145.12.peg.3117	b3024	Protein ygiW precursor	ygiW
511145.12.peg.3118	b3025	Two-component system response regulator QseB	qseB
511145.12.peg.3119	b3026	Sensory histidine kinase QseC	qseC
511145.12.peg.312	b0305	Reactive-chlorine-species-specific transcriptional activator RclR%2C AraC family	ykgD
511145.12.peg.3120	b3028	Modulator of drug activity B	mdaB
511145.12.peg.3121	b3029	Uncharacterized protein YgiN	ygiN
511145.12.peg.3122	b3030	DNA topoisomerase IV subunit B (EC 5.99.1.3)	parE
511145.12.peg.3123	b3031	Esterase YqiA	yqiA
511145.12.peg.3124	b3032	3'%2C5'-cyclic-nucleotide phosphodiesterase (EC 3.1.4.17)	cpdA
511145.12.peg.3125	b3033	Uncharacterized protein YqiB	yqiB
511145.12.peg.3126	b3034	ADP-ribose pyrophosphatase (EC 3.6.1.13)	nudF
511145.12.peg.3127	b3035	Outer membrane channel TolC (OpmH)	tolC
511145.12.peg.3129	b3037	UPF0441 protein YgiB	ygiB
511145.12.peg.3130	b3038	Putative acid--amine ligase YgiC	ygiC
511145.12.peg.3131	b3039	4%2C5-DOPA dioxygenase extradiol (EC 1.13.11.29)%2C but not physiological substrate	ygiD
511145.12.peg.3132	b3040	Zinc transporter ZupT	zupT
511145.12.peg.3134	b3041	3%2C4-dihydroxy-2-butanone 4-phosphate synthase (EC 4.1.99.12)	ribB
511145.12.peg.3135	b3042	Uncharacterized protein YqiC	yqiC
511145.12.peg.3136	b3043	Uncharacterized fimbrial-like protein YgiL	ygiL
511145.12.peg.3137	b3044	Transposase InsC for insertion element IS2	insC
511145.12.peg.3138	b3045	Transposase InsD for insertion element IS2	insD
511145.12.peg.3139	b3046	Putative outer membrane usher protein YqiG	yqiG
511145.12.peg.314	b0306	Predicted L-lactate dehydrogenase%2C Fe-S oxidoreductase subunit YkgE	ykgE
511145.12.peg.3140	b3047	Uncharacterized fimbrial chaperone YqiH	yqiH
511145.12.peg.3141	b3048	Uncharacterized fimbrial-system-associated protein YqiI	yqiI
511145.12.peg.3142	b3049	Glycogen synthesis protein GlgS	glgS
511145.12.peg.3143	b3050	Inner membrane protein YqiJ	yqiJ
511145.12.peg.3144	b3051	Inner membrane protein YqiK	yqiK
511145.12.peg.3145	b3052	D-glycero-beta-D-manno-heptose 1-phosphate adenylyltransferase (EC 2.7.7.70) / D-glycero-beta-D-manno-heptose-7-phosphate kinase (EC 2.7.1.167)	rfaE
511145.12.peg.3146	b3053	Glutamine synthetase adenylyl-L-tyrosine phosphorylase (EC 2.7.7.89) / Glutamate-ammonia-ligase adenylyltransferase (EC 2.7.7.42)	glnE
511145.12.peg.3147	b3054	Inorganic triphosphatase (EC 3.6.1.25)	ygiF
511145.12.peg.3148	b3055	Arylsulfatase (EC 3.1.6.1)	ygiM
511145.12.peg.3149	b3056	CCA tRNA nucleotidyltransferase (EC 2.7.7.72)	cca
511145.12.peg.315	b0307	Predicted L-lactate dehydrogenase%2C Iron-sulfur cluster-binding subunit YkgF	ykgF
511145.12.peg.3150	b3057	Undecaprenyl-diphosphatase (EC 3.6.1.27)	bacA
511145.12.peg.3151	b3058	Dihydroneopterin aldolase (EC 4.1.2.25)	folB
511145.12.peg.3152	b3059	Acyl-ACP:glycerol-3-phosphate O-acyltransferase (EC 2.3.1.n5)	plsY
511145.12.peg.3153	b3060	Transcriptional activator TtdR%2C LysR family	ttdR
511145.12.peg.3155	b3061	L(+)-tartrate dehydratase alpha subunit (EC 4.2.1.32)	ttdA
511145.12.peg.3156	b3062	L(+)-tartrate dehydratase beta subunit (EC 4.2.1.32)	ttdB
511145.12.peg.3157	b3063	L-tartrate/succinate antiporter	ttdT
511145.12.peg.3158	b3064	N(6)-L-threonylcarbamoyladenine synthase (EC 2.3.1.234)	ygjD
511145.12.peg.3159	b3065	SSU ribosomal protein S21p	rpsU
511145.12.peg.316	b0308	Predicted L-lactate dehydrogenase%2C hypothetical protein subunit YkgG	ykgG
511145.12.peg.3160	b3066	DNA primase DnaG	dnaG
511145.12.peg.3162	b3067	RNA polymerase sigma factor RpoD	rpoD
511145.12.peg.3163	b3068	G/U mismatch-specific uracil DNA glycosylase (EC 3.2.2.28)	mug
511145.12.peg.3164	b3070	Iron-chelator utilization protein	yqjH
511145.12.peg.3165	b3071	Transcriptional regulator YqjI%2C PadR family	yqjI
511145.12.peg.3166	b3072	Aerotaxis sensor receptor protein	aer
511145.12.peg.3167	b3073	Putrescine aminotransferase (EC 2.6.1.82)	patA
511145.12.peg.3168	b3074	tRNA-binding protein YgjH	ygjH
511145.12.peg.3169	b3075	Evolved beta-D-galactosidase transcriptional repressor	ebgR
511145.12.peg.317	b0310	Uncharacterized protein YkgH	ykgH
511145.12.peg.3170	b3076	Evolved beta-D-galactosidase%2C alpha subunit	ebgA
511145.12.peg.3171	b3077	Evolved beta-D-galactosidase%2C beta subunit	ebgC
511145.12.peg.3172	b3078	Inner membrane permease YgjI%2C clustered with evolved beta-galactosidase	ygjI
511145.12.peg.3173	b3079	Uncharacterized protein YgjJ	ygjJ
511145.12.peg.3174	b3080	Glucosidase YgjK	ygjK
511145.12.peg.3176	b3081	2%2C4-dienoyl-CoA reductase [NADPH] (EC 1.3.1.34)	fadH
511145.12.peg.3177	b3082	Antitoxin HigA	ygjM
511145.12.peg.3178	b3083	mRNA interferase HigB	ygjN
511145.12.peg.3179	b3084	23S rRNA (guanine(1835)-N(2))-methyltransferase (EC 2.1.1.174)	rlmG
511145.12.peg.318	b0311	Choline dehydrogenase (EC 1.1.99.1)	betA
511145.12.peg.3180	b3085	UTP pyrophosphatase (EC 3.6.1.9)	ygjP
511145.12.peg.3181	b3086	SanA protein	ygjQ
511145.12.peg.3182	b3087	Uncharacterized oxidoreductase YgjR	ygjR
511145.12.peg.3183	b3088	Alkaline induced inner membrane protein Alx	alx
511145.12.peg.3184	b3089	Serine/threonine:Na+ symporter SstT	sstT
511145.12.peg.3185	b3090	Inner membrane protein YgjV	ygjV
511145.12.peg.3186	b3091	Altronate dehydratase (EC 4.2.1.7)	uxaA
511145.12.peg.3187	b3092	Uronate isomerase (EC 5.3.1.12)	uxaC
511145.12.peg.3188	b3093	Hexuronate transporter	exuT
511145.12.peg.3189	b3094	Hexuronate utilization operon transcriptional repressor ExuR	exuR
511145.12.peg.319	b0312	Betaine aldehyde dehydrogenase (EC 1.2.1.8)	betB
511145.12.peg.3191	b3095	DedA family inner membrane protein YqjA	yqjA
511145.12.peg.3192	b3096	Uncharacterized protein YqjB	yqjB
511145.12.peg.3193	b3097	Periplasmic protein YqjC	yqjC
511145.12.peg.3194	b3098	ElaB protein	yqjD
511145.12.peg.3195	b3099	Phage holin	yqjE
511145.12.peg.3196	b3100	Inner membrane protein YqjK	yqjK
511145.12.peg.3197	b3101	Inner membrane protein YqjF	yqjF
511145.12.peg.3198	b3102	Glutathione S-transferase%2C omega (EC 2.5.1.18)	yqjG
511145.12.peg.3199	b3103	Inner membrane protein YhaH	yhaH
511145.12.peg.320	b0313	Transcriptional regulator BetI%2C TetR family	betI
511145.12.peg.3200	b3104	Inner membrane protein YhaI	yhaI
511145.12.peg.3201	b3105	Transcriptional regulator%2C LysR family	yhaJ
511145.12.peg.3202	b3106	Quercetin 2%2C3-dioxygenase (EC 1.13.11.24) %3D> YhhW	yhaK
511145.12.peg.3203	b3107	Uncharacterized protein YhaL	yhaL
511145.12.peg.3204	b4470	UPF0597 protein YhaM	yhaM
511145.12.peg.3205	b3110	Inner membrane transport protein YhaO	yhaO
511145.12.peg.3206	b4471	L-serine dehydratase%2C beta subunit (EC 4.3.1.17) / L-serine dehydratase%2C alpha subunit (EC 4.3.1.17)	tdcG
511145.12.peg.3207	b3113	2-iminobutanoate/2-iminopropanoate deaminase RidA/TdcF (EC 3.5.99.10)	tdcF
511145.12.peg.3208	b3114	2-ketobutyrate formate-lyase (EC 2.3.1.-) @ Pyruvate formate-lyase (EC 2.3.1.54)	tdcE
511145.12.peg.3209	b3115	Acetate kinase (EC 2.7.2.1) @ Propionate kinase (EC 2.7.2.15)	tdcD
511145.12.peg.321	b0314	High-affinity choline uptake protein BetT	betT
511145.12.peg.3210	b3116	L-threonine transporter%2C anaerobically inducible	tdcC
511145.12.peg.3211	b3117	Threonine dehydratase%2C catabolic (EC 4.3.1.19) @ L-serine dehydratase%2C (PLP)-dependent (EC 4.3.1.17)	tdcB
511145.12.peg.3212	b3118	Threonine catabolic operon transcriptional activator TdcA	tdcA
511145.12.peg.3213	b3119	Threonine catabolic operon transcriptional activator TdcR	tdcR
511145.12.peg.3214	b3120	Uncharacterized protein YhaB	yhaB
511145.12.peg.3215	b3121	Uncharacterized protein YhaC	yhaC
511145.12.peg.3217	b3124	Glycerate-2-kinase (EC 2.7.1.165)	garK
511145.12.peg.3218	b3125	2-hydroxy-3-oxopropionate reductase (EC 1.1.1.60)	garR
511145.12.peg.3219	b3126	2-dehydro-3-deoxyglucarate aldolase (EC 4.1.2.20)	garL
511145.12.peg.322	b0315	c-di-GMP phosphodiesterase (EC 3.1.4.52) %3D> PdeL	yahA
511145.12.peg.3220	b3127	D-galactarate transporter @ D-glucarate transporter	garP
511145.12.peg.3222	b3128	D-galactarate dehydratase (EC 4.2.1.42)	garD
511145.12.peg.3223	b3129	Antitoxin PrlF	sohA
511145.12.peg.3224	b3130	Toxin YhaV	yhaV
511145.12.peg.3225	b3131	Transcriptional repressor of aga operon	agaR
511145.12.peg.3226	b3132	D-tagatose-1%2C6-bisphosphate aldolase subunit KbaZ	kbaZ
511145.12.peg.3227	b3133	PTS system%2C N-acetylgalactosamine-specific IIB component	agaV
511145.12.peg.3229	b3135	N-acetylgalactosamine-6-phosphate deacetylase	agaA
511145.12.peg.323	b0316	LysR family transcriptional regulator YahB	yahB
511145.12.peg.3231	b3136	Galactosamine-6-phosphate isomerase AgaS	agaS
511145.12.peg.3232	b3137	D-tagatose-1%2C6-bisphosphate aldolase subunit KbaY (EC 4.1.2.40)	kbaY
511145.12.peg.3233	b3138	PTS system%2C galactosamine-specific IIB component	agaB
511145.12.peg.3234	b3139	PTS system%2C galactosamine-specific IIC component	agaC
511145.12.peg.3235	b3140	PTS system%2C galactosamine-specific IID component	agaD
511145.12.peg.3236	b3141	Galactosamine-6-phosphate isomerase [deaminating]	agaI
511145.12.peg.3237	b3142	Uncharacterized fimbrial-like protein YraH	yraH
511145.12.peg.3238	b3143	Probable fimbrial chaperone YraI	yraI
511145.12.peg.3239	b3144	Outer membrane usher protein YraJ	yraJ
511145.12.peg.324	b0317	Uncharacterized protein YahC	yahC
511145.12.peg.3240	b3145	Uncharacterized fimbrial-like protein YraK	yraK
511145.12.peg.3241	b3146	16S rRNA (cytidine(1402)-2'-O)-methyltransferase (EC 2.1.1.198)	yraL
511145.12.peg.3242	b3147	Penicillin-binding protein activator LpoA	yraM
511145.12.peg.3243	b3148	UPF0102 protein YraN	yraN
511145.12.peg.3244	b3149	DnaA initiator-associating protein DiaA	diaA
511145.12.peg.3245	b3150	Uncharacterized protein YraP	yraP
511145.12.peg.3246	b3151	Uncharacterized membrane protein%2C YraQ family	yraQ
511145.12.peg.3247	b3152	Uncharacterized protein YraR	yraR
511145.12.peg.3248	b3153	ThiJ/PfpI family protein YhbO	yhbO
511145.12.peg.3249	b3154	UPF0306 protein YhbP	yhbP
511145.12.peg.325	b0318	Putative ankyrin repeat protein YahD	yahD
511145.12.peg.3250	b3155	UPF0213 protein YhbQ	yhbQ
511145.12.peg.3251	b3156	Uncharacterized N-acetyltransferase YhbS	yhbS
511145.12.peg.3252	b3157	Uncharacterized protein YhbT	yhbT
511145.12.peg.3253	b3158	Uncharacterized protease YhbU	yhbU
511145.12.peg.3254	b3159	Uncharacterized peptidase U32 family member YhbV	yhbV
511145.12.peg.3255	b3160	Luciferase-like monooxygenase YhbW	yhbW
511145.12.peg.3256	b3161	Tryptophan-specific transport protein	mtr
511145.12.peg.3257	b3162	DEAD-box ATP-dependent RNA helicase DeaD (%3D CshA) (EC 3.6.4.13)	deaD
511145.12.peg.3258	b3163	Lipoprotein NlpI	nlpI
511145.12.peg.3259	b3164	Polyribonucleotide nucleotidyltransferase (EC 2.7.7.8)	pnp
511145.12.peg.326	b0319	Uncharacterized protein YahE	yahE
511145.12.peg.3260	b3165	SSU ribosomal protein S15p (S13e)	rpsO
511145.12.peg.3261	b3166	tRNA pseudouridine(55) synthase (EC 5.4.99.25)	truB
511145.12.peg.3262	b3167	Ribosome-binding factor A	rbfA
511145.12.peg.3263	b3168	Translation initiation factor 2	infB
511145.12.peg.3264	b3169	Transcription termination protein NusA	nusA
511145.12.peg.3265	b3170	Bacterial ribosome SSU maturation protein RimP	rimP
511145.12.peg.3266	b3172	Argininosuccinate synthase (EC 6.3.4.5)	argG
511145.12.peg.3267	b3173	Putative phosphoethanolamine transferase YhbX	yhbX
511145.12.peg.3268	b3175	Protein translocase membrane subunit SecG	secG
511145.12.peg.3269	b3176	Phosphoglucosamine mutase (EC 5.4.2.10)	glmM
511145.12.peg.327	b0320	Uncharacterized protein YahF%2C possible CoA ligase	yahF
511145.12.peg.3270	b3177	Dihydropteroate synthase (EC 2.5.1.15)	folP
511145.12.peg.3271	b3178	Cell division-associated%2C ATP-dependent zinc metalloprotease FtsH	ftsH
511145.12.peg.3272	b3179	23S rRNA (uridine(2552)-2'-O)-methyltransferase (EC 2.1.1.166)	rlmE
511145.12.peg.3273	b3180	RNA-binding protein YhbY	yhbY
511145.12.peg.3274	b3181	Transcription elongation factor GreA	greA
511145.12.peg.3275	b3182	D-alanyl-D-alanine carboxypeptidase (EC 3.4.16.4)	dacB
511145.12.peg.3277	b3183	GTP-binding protein Obg	obgE
511145.12.peg.3278	b3184	Uncharacterized inner membrane transporter YhbE	yhbE
511145.12.peg.3279	b3185	LSU ribosomal protein L27p	rpmA
511145.12.peg.328	b0321	Uncharacterized protein YahG	yahG
511145.12.peg.3280	b3186	LSU ribosomal protein L21p	rplU
511145.12.peg.3281	b3187	Octaprenyl diphosphate synthase (EC 2.5.1.90)	ispB
511145.12.peg.3282	b3188	Sugar fermentation stimulation protein B	sfsB
511145.12.peg.3283	b3189	UDP-N-acetylglucosamine 1-carboxyvinyltransferase (EC 2.5.1.7)	murA
511145.12.peg.3284	b3190	Acid stress protein IbaG	yrbA
511145.12.peg.3285	b3191	Phospholipid ABC transporter-binding protein MlaB	yrbB
511145.12.peg.3286	b3192	Phospholipid ABC transporter shuttle protein MlaC	yrbC
511145.12.peg.3287	b3193	Phospholipid ABC transporter substrate-binding protein MlaD	yrbD
511145.12.peg.3288	b3194	Phospholipid ABC transporter permease protein MlaE	yrbE
511145.12.peg.3289	b3195	Phospholipid ABC transporter ATP-binding protein MlaF	yrbF
511145.12.peg.3290	b3196	Inner membrane protein YrbG%2C predicted calcium/sodium:proton antiporter	yrbG
