ID	locus_tag	product	gene	all_R1	all_R2	all_R3	bbif_R1	bbif_R2	bbif_R3	bbre_R1	bbre_R2	bbre_R3	binf_R1	binf_R2	binf_R3	bthe_R1	bthe_R2	bthe_R3	lsym_R1	lsym_R2	lsym_R3	ecol_R1	ecol_R2	ecol_R3	paci_R1	paci_R2	paci_R3
fig|511145.12.peg.1321	b1272	Possible protease sohB (EC 3.4.21.-)	sohB	498	374	743	676.0	578.0	1003.0	1340.0	789.0	903.0	183.0	627.0	495.0	366.0	679.0	598.0	1374.0	328.0	688.0				1737.0	1628.0	1581.0
fig|511145.12.peg.1322	b1273	Protein YciN	yciN	805	789	1139	1494.0	866.0	1505.0	1753.0	1548.0	1560.0	578.0	1056.0	1480.0	983.0	1734.0	1571.0	3456.0	633.0	989.0				2827.0	3126.0	2724.0
fig|511145.12.peg.1323	b1274	DNA topoisomerase I (EC 5.99.1.2)	topA	1198	3098	3632	1114.0	1748.0	4497.0	4380.0	4303.0	3364.0	672.0	3952.0	2020.0	843.0	1325.0	1275.0	3707.0	2175.0	1501.0				9307.0	6462.0	7383.0
fig|511145.12.peg.1324	b1275	Cys regulon transcriptional activator CysB	cysB	215	201	429	455.0	469.0	1230.0	1491.0	630.0	963.0	134.0	543.0	312.0	222.0	274.0	336.0	1259.0	513.0	486.0				1640.0	1450.0	1523.0
fig|511145.12.peg.1325	b4522	hypothetical protein	ymiA	18	13	33	26.0	15.0	30.0	28.0	19.0	18.0	11.0	0.0	25.0	10.0	27.0	20.0	68.0	3.0	17.0				77.0	54.0	83.0
fig|511145.12.peg.1326	b4523	hypothetical protein	yciX	31	49	68	166.0	77.0	126.0	99.0	129.0	148.0	13.0	111.0	92.0	28.0	113.0	104.0	377.0	46.0	133.0				411.0	443.0	466.0
fig|511145.12.peg.1327	b1276	Aconitate hydratase (EC 4.2.1.3) @ 2-methylisocitrate dehydratase (EC 4.2.1.99)	acnA	1196	823	2223	4270.0	7842.0	15517.0	23044.0	5236.0	9695.0	1052.0	2920.0	2755.0	3021.0	2917.0	3732.0	23367.0	6116.0	7897.0				21715.0	75561.0	50692.0
fig|511145.12.peg.1328	b1277	GTP cyclohydrolase II (EC 3.5.4.25)	ribA	449	376	742	552.0	553.0	1374.0	1807.0	945.0	1153.0	104.0	769.0	350.0	301.0	444.0	518.0	2273.0	752.0	740.0				2695.0	2526.0	2675.0
fig|511145.12.peg.1329	b1278	Phosphatidylglycerophosphatase B (EC 3.1.3.27)	pgpB	140	85	186	281.0	304.0	840.0	588.0	309.0	402.0	83.0	223.0	255.0	181.0	261.0	289.0	730.0	266.0	297.0				756.0	1277.0	1048.0
fig|511145.12.peg.133	b0130	Uncharacterized protein YadE	yadE	245	221	388	387.0	454.0	995.0	520.0	351.0	359.0	214.0	541.0	458.0	278.0	419.0	446.0	897.0	335.0	403.0				978.0	1212.0	1079.0
fig|511145.12.peg.1330	b1279	Inner membrane protein yciS	yciS	220	260	311	477.0	398.0	1543.0	1072.0	651.0	744.0	193.0	1609.0	635.0	400.0	449.0	507.0	1310.0	758.0	480.0				1478.0	1875.0	1542.0
fig|511145.12.peg.1331	b1280	Lipopolysaccharide assembly protein LapB	yciM	248	221	380	622.0	706.0	2391.0	1526.0	822.0	873.0	413.0	3702.0	1111.0	501.0	598.0	749.0	2100.0	1352.0	874.0				2009.0	2468.0	2208.0
fig|511145.12.peg.1332		hypothetical protein		4	1	3	1.0	2.0	8.0	1.0	0.0	1.0	0.0	5.0	1.0	1.0	7.0	1.0	1.0	0.0	2.0				6.0	6.0	8.0
fig|511145.12.peg.1333	b1281	Orotidine 5'-phosphate decarboxylase (EC 4.1.1.23)	pyrF	140	172	265	139.0	206.0	475.0	375.0	338.0	258.0	145.0	869.0	306.0	110.0	175.0	187.0	316.0	232.0	142.0				767.0	518.0	564.0
fig|511145.12.peg.1334	b1282	Translation initiation factor SUI1-related protein	yciH	26	51	71	12.0	37.0	88.0	72.0	72.0	54.0	26.0	299.0	81.0	9.0	26.0	27.0	96.0	45.0	34.0				208.0	92.0	103.0
fig|511145.12.peg.1335	b1283	Osmotically-inducible lipoprotein OsmB	osmB	179	89	189	1306.0	586.0	2763.0	1604.0	328.0	903.0	277.0	488.0	658.0	533.0	637.0	773.0	2941.0	1215.0	1062.0				787.0	2851.0	1889.0
fig|511145.12.peg.1336	b1284	Transcriptional regulatory protein YciT	yciT	104	100	199	58.0	122.0	182.0	294.0	154.0	223.0	25.0	108.0	92.0	58.0	67.0	74.0	197.0	71.0	73.0				538.0	400.0	438.0
fig|511145.12.peg.1337	b4596	UPF0509 protein YciZ	yciZ	19	22	28	37.0	30.0	60.0	107.0	40.0	70.0	12.0	20.0	14.0	23.0	37.0	37.0	68.0	28.0	28.0				180.0	143.0	167.0
fig|511145.12.peg.1338	b1285	c-di-GMP phosphodiesterase (EC 3.1.4.52) %3D> PdeR	gmr	128	240	298	250.0	429.0	1063.0	436.0	463.0	367.0	78.0	179.0	322.0	201.0	332.0	320.0	797.0	585.0	331.0				1179.0	3066.0	2337.0
fig|511145.12.peg.1339		hypothetical protein		0	0	0	0.0	0.0	0.0	4.0	5.0	2.0	0.0	0.0	4.0	1.0	0.0	2.0	1.0	0.0	0.0				1.0	0.0	2.0
fig|511145.12.peg.134	b0131	Aspartate 1-decarboxylase (EC 4.1.1.11)	panD	464	273	674	277.0	274.0	480.0	502.0	369.0	385.0	80.0	542.0	439.0	275.0	395.0	379.0	805.0	155.0	380.0				1140.0	1550.0	1423.0
fig|511145.12.peg.1340	b1286	Exoribonuclease II (EC 3.1.13.1)	rnb	675	1379	1891	913.0	1132.0	1711.0	2833.0	2363.0	2037.0	138.0	754.0	500.0	417.0	578.0	616.0	3392.0	615.0	1285.0				6421.0	3642.0	4661.0
fig|511145.12.peg.1341	b1287	Uncharacterized protein YciW	yciW	65	93	131	68.0	78.0	102.0	173.0	164.0	162.0	8.0	157.0	78.0	47.0	78.0	63.0	242.0	41.0	79.0				368.0	181.0	226.0
fig|511145.12.peg.1342	b1288	Enoyl-[acyl-carrier-protein] reductase [NADH] (EC 1.3.1.9)	fabI	3265	3243	5447	2362.0	2496.0	4765.0	8763.0	5876.0	5673.0	679.0	1851.0	2667.0	1587.0	2373.0	2363.0	8457.0	1556.0	2935.0				12410.0	10004.0	10815.0
fig|511145.12.peg.1343		hypothetical protein		8	9	7	13.0	1.0	11.0	12.0	12.0	14.0	1.0	8.0	6.0	6.0	3.0	11.0	15.0	3.0	7.0				9.0	22.0	23.0
fig|511145.12.peg.1344	b1289	Uncharacterized protein YcjD	ycjD	37	63	59	28.0	53.0	49.0	122.0	53.0	51.0	43.0	28.0	50.0	17.0	47.0	50.0	70.0	12.0	29.0				99.0	99.0	81.0
fig|511145.12.peg.1345	b1290	Peptide ABC transporter%2C ATP-binding protein SapF	sapF	58	136	181	62.0	67.0	129.0	314.0	179.0	247.0	21.0	102.0	168.0	67.0	79.0	105.0	219.0	49.0	92.0				374.0	329.0	314.0
fig|511145.12.peg.1346	b1291	Peptide ABC transporter%2C ATP-binding protein SapD	sapD	175	306	426	174.0	198.0	405.0	929.0	393.0	510.0	117.0	284.0	231.0	142.0	180.0	191.0	541.0	179.0	229.0				932.0	677.0	891.0
fig|511145.12.peg.1347	b1292	Peptide ABC transporter%2C permease protein SapC	sapC	64	92	103	32.0	71.0	140.0	231.0	139.0	128.0	21.0	114.0	78.0	41.0	36.0	38.0	131.0	42.0	58.0				246.0	192.0	209.0
fig|511145.12.peg.1348	b1293	Peptide ABC transporter%2C permease protein SapB	sapB	121	109	179	135.0	178.0	344.0	377.0	303.0	255.0	62.0	87.0	134.0	89.0	149.0	136.0	387.0	113.0	153.0				513.0	639.0	526.0
fig|511145.12.peg.1349	b1294	Peptide ABC transporter%2C substrate-binding protein SapA	sapA	359	489	702	359.0	617.0	1361.0	1315.0	1030.0	938.0	125.0	242.0	444.0	315.0	458.0	504.0	1301.0	548.0	497.0				2239.0	2313.0	2215.0
fig|511145.12.peg.135		hypothetical protein		0	0	6	7.0	12.0	8.0	2.0	8.0	5.0	14.0	10.0	25.0	1.0	5.0	6.0	15.0	2.0	12.0				11.0	6.0	12.0
fig|511145.12.peg.1350	b1295	Uncharacterized protein YmjA	ymjA	431	364	573	260.0	362.0	442.0	674.0	608.0	434.0	60.0	150.0	233.0	172.0	420.0	366.0	685.0	75.0	253.0				1409.0	942.0	937.0
fig|511145.12.peg.1351	b1296	Putrescine importer	puuP	11	15	23	14.0	21.0	83.0	55.0	19.0	28.0	2.0	14.0	16.0	3.0	24.0	7.0	21.0	46.0	13.0				57.0	57.0	36.0
fig|511145.12.peg.1352	b1297	Gamma-glutamyl-putrescine synthetase (EC 6.3.1.11)	puuA	34	58	66	67.0	83.0	1080.0	436.0	50.0	147.0	22.0	186.0	68.0	37.0	43.0	49.0	193.0	668.0	77.0				238.0	544.0	393.0
fig|511145.12.peg.1353		hypothetical protein		4	1	7	4.0	13.0	23.0	24.0	12.0	20.0	2.0	24.0	9.0	4.0	5.0	14.0	17.0	10.0	4.0				30.0	25.0	40.0
fig|511145.12.peg.1354	b1298	Gamma-glutamyl-GABA hydrolase (EC 3.5.1.94)	puuD	18	7	25	62.0	55.0	884.0	92.0	17.0	54.0	17.0	202.0	75.0	40.0	46.0	50.0	152.0	540.0	59.0				111.0	332.0	240.0
fig|511145.12.peg.1355	b1299	Putrescine utilization regulator	puuR	37	30	77	44.0	55.0	427.0	131.0	56.0	75.0	15.0	83.0	81.0	21.0	65.0	48.0	106.0	278.0	42.0				183.0	263.0	226.0
fig|511145.12.peg.1356	b1300	Gamma-glutamyl-aminobutyraldehyde dehydrogenase (EC 1.2.1.-)	puuC	21	12	23	46.0	48.0	231.0	86.0	42.0	46.0	12.0	92.0	49.0	23.0	29.0	32.0	93.0	127.0	39.0				55.0	163.0	132.0
fig|511145.12.peg.1357	b1301	Gamma-glutamyl-putrescine oxidase (EC1.4.3.-)	puuB	5	11	20	23.0	23.0	70.0	21.0	10.0	17.0	10.0	12.0	43.0	4.0	3.0	15.0	51.0	25.0	19.0				40.0	83.0	41.0
fig|511145.12.peg.1358	b1302	Putrescine-inducible gamma-aminobutyrate:alpha-ketoglutarate aminotransferase (EC 2.6.1.19)	puuE	4	12	19	15.0	23.0	41.0	24.0	13.0	16.0	7.0	19.0	22.0	16.0	17.0	19.0	33.0	15.0	16.0				19.0	97.0	51.0
fig|511145.12.peg.1359	b1303	Psp operon transcriptional activator	pspF	93	113	202	303.0	513.0	522.0	305.0	232.0	205.0	72.0	640.0	371.0	199.0	285.0	357.0	1095.0	159.0	386.0				557.0	982.0	705.0
fig|511145.12.peg.136	b0132	Uncharacterized protein YadD	yadD	122	138	204	193.0	139.0	203.0	197.0	156.0	148.0	34.0	171.0	149.0	142.0	281.0	221.0	348.0	50.0	186.0				343.0	525.0	407.0
fig|511145.12.peg.1360	b1304	Phage shock protein A @ Suppressor of sigma54-dependent transcription%2C PspA-like	pspA	158	158	255	191.0	146.0	1799.0	645.0	182.0	307.0	70.0	413.0	177.0	123.0	282.0	263.0	409.0	978.0	188.0				724.0	780.0	696.0
fig|511145.12.peg.1361	b1305	Phage shock protein B	pspB	5	12	5	7.0	10.0	80.0	40.0	21.0	28.0	2.0	37.0	16.0	3.0	5.0	5.0	38.0	50.0	15.0				39.0	63.0	33.0
fig|511145.12.peg.1362	b1306	Phage shock protein C	pspC	7	6	18	30.0	20.0	297.0	100.0	29.0	34.0	3.0	140.0	18.0	16.0	42.0	38.0	118.0	248.0	39.0				98.0	168.0	138.0
fig|511145.12.peg.1363	b1307	Phage shock protein D	pspD	10	8	31	21.0	30.0	254.0	78.0	18.0	39.0	10.0	103.0	29.0	19.0	47.0	18.0	81.0	130.0	38.0				74.0	115.0	87.0
fig|511145.12.peg.1364	b1308	Thiosulfate:cyanide sulfurtransferase PspE (EC 2.8.1.1)	pspE	526	189	464	157.0	214.0	661.0	768.0	169.0	422.0	52.0	100.0	131.0	106.0	195.0	164.0	230.0	221.0	134.0				1267.0	763.0	1004.0
fig|511145.12.peg.1365	b1309	Uncharacterized glycosyltransferase YcjM	ycjM	4	8	9	11.0	7.0	22.0	19.0	1.0	13.0	4.0	63.0	15.0	8.0	10.0	13.0	12.0	13.0	1.0				35.0	33.0	22.0
fig|511145.12.peg.1366	b1310	ABC-type sugar transport system%2C periplasmic binding protein YcjN	ycjN	3	5	3	1.0	6.0	8.0	6.0	1.0	3.0	1.0	7.0	4.0	4.0	2.0	3.0	3.0	3.0	7.0				15.0	17.0	16.0
fig|511145.12.peg.1367	b1311	Inner membrane ABC transporter permease protein YcjO	ycjO	3	3	5	9.0	15.0	18.0	8.0	4.0	4.0	0.0	0.0	6.0	6.0	7.0	6.0	10.0	5.0	11.0				6.0	29.0	26.0
fig|511145.12.peg.1368	b1312	Inner membrane ABC transporter permease protein YcjP	ycjP	1	4	2	7.0	4.0	18.0	14.0	4.0	8.0	0.0	5.0	6.0	0.0	6.0	6.0	16.0	4.0	9.0				15.0	26.0	28.0
fig|511145.12.peg.1369	b1313	Zinc-type alcohol dehydrogenase YcjQ	ycjQ	7	15	18	18.0	15.0	33.0	28.0	16.0	17.0	8.0	28.0	6.0	1.0	2.0	12.0	28.0	24.0	14.0				44.0	37.0	61.0
fig|511145.12.peg.137	b0133	Pantoate--beta-alanine ligase (EC 6.3.2.1)	panC	575	512	973	834.0	899.0	1436.0	2022.0	1126.0	1248.0	156.0	1085.0	726.0	481.0	646.0	697.0	2384.0	438.0	1017.0				2953.0	3097.0	2898.0
fig|511145.12.peg.1370	b1314	Sugar phosphate isomerases/epimerases family protein YcjR	ycjR	4	3	14	8.0	14.0	24.0	37.0	6.0	10.0	0.0	22.0	13.0	0.0	12.0	9.0	36.0	12.0	10.0				56.0	50.0	29.0
fig|511145.12.peg.1371	b1315	Putative oxidoreductase YcjS (EC 1.-.-.-)%2C NADH-binding	ycjS	3	9	9	16.0	19.0	32.0	54.0	18.0	35.0	12.0	23.0	21.0	15.0	13.0	9.0	46.0	20.0	14.0				69.0	87.0	107.0
fig|511145.12.peg.1372	b1316	Uncharacterized glycosyl hydrolase YcjT	ycjT	17	20	37	22.0	46.0	70.0	99.0	37.0	51.0	26.0	43.0	36.0	24.0	20.0	28.0	82.0	14.0	32.0				100.0	121.0	113.0
fig|511145.12.peg.1373	b1317	Beta-phosphoglucomutase (EC 5.4.2.6)	ycjU	0	11	1	4.0	6.0	3.0	7.0	0.0	8.0	3.0	9.0	2.0	1.0	5.0	3.0	6.0	1.0	4.0				7.0	18.0	7.0
fig|511145.12.peg.1374		Maltodextrin ABC transporter%2C ATP-binding protein MsmX		17	1	6	7.0	18.0	16.0	9.0	11.0	11.0	6.0	48.0	14.0	17.0	15.0	13.0	31.0	3.0	9.0				20.0	43.0	47.0
fig|511145.12.peg.1375	b4524	Maltodextrin ABC transporter%2C ATP-binding protein MsmX	ycjV	0	0	0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0				0.0	0.0	0.0
fig|511145.12.peg.1376	b1319	Outer membrane protein G precursor	ompG	5	1	5	6.0	13.0	8.0	4.0	5.0	5.0	18.0	25.0	0.0	2.0	3.0	8.0	13.0	3.0	7.0				13.0	17.0	6.0
fig|511145.12.peg.1377	b1320	Transcriptional regulator YcjW%2C LacI family%2C possibly involved in maltodextrin utilization pathway	ycjW	42	73	85	29.0	32.0	84.0	72.0	81.0	51.0	0.0	11.0	51.0	31.0	41.0	52.0	107.0	36.0	30.0				210.0	164.0	199.0
fig|511145.12.peg.1378	b1321	Conserved protein YcjX with nucleoside triphosphate hydrolase domain	ycjX	232	229	406	1162.0	967.0	6390.0	406.0	337.0	277.0	743.0	3752.0	2521.0	1372.0	1325.0	1743.0	3037.0	3993.0	1444.0				934.0	1049.0	960.0
fig|511145.12.peg.1379	b1322	Membrane protein YcjF	ycjF	146	166	304	566.0	567.0	1951.0	190.0	207.0	153.0	251.0	2047.0	1292.0	577.0	624.0	752.0	1258.0	743.0	625.0				533.0	690.0	595.0
fig|511145.12.peg.138	b0134	3-methyl-2-oxobutanoate hydroxymethyltransferase (EC 2.1.2.11)	panB	555	604	1145	1396.0	1069.0	1954.0	2232.0	1674.0	1929.0	280.0	1585.0	1068.0	676.0	1124.0	1114.0	3733.0	779.0	1625.0				3884.0	4604.0	4011.0
fig|511145.12.peg.1380	b1323	Transcriptional repressor protein TyrR	tyrR	526	824	1225	895.0	1033.0	1709.0	1860.0	1463.0	1386.0	343.0	1782.0	1180.0	649.0	850.0	952.0	2564.0	633.0	1149.0				3165.0	3697.0	3374.0
fig|511145.12.peg.1381	b1324	Thiol peroxidase%2C Tpx-type (EC 1.11.1.15)	tpx	4546	2302	5892	2280.0	3008.0	3993.0	9179.0	4929.0	5879.0	389.0	1291.0	1589.0	1301.0	3012.0	2699.0	9218.0	1569.0	2602.0				17986.0	13988.0	15296.0
fig|511145.12.peg.1382	b1325	L-alanine-DL-glutamate epimerase (EC 5.1.1.n1)	ycjG	249	282	521	341.0	505.0	1001.0	1704.0	889.0	1122.0	92.0	273.0	385.0	256.0	327.0	287.0	1290.0	363.0	511.0				1662.0	2022.0	1838.0
fig|511145.12.peg.1383	b1326	Gamma-D-Glutamyl-meso-Diaminopimelate Amidase	mpaA	163	138	257	162.0	324.0	582.0	766.0	355.0	375.0	27.0	162.0	147.0	131.0	205.0	211.0	681.0	278.0	223.0				1101.0	1278.0	1268.0
fig|511145.12.peg.1384		Putative uncharacterized protein YmjC		13	8	20	22.0	26.0	74.0	71.0	20.0	25.0	2.0	32.0	1.0	14.0	23.0	24.0	96.0	70.0	20.0				102.0	159.0	173.0
fig|511145.12.peg.1385	b1327	Dienelactone hydrolase and related enzymes	ycjY	14	23	47	55.0	74.0	165.0	133.0	46.0	88.0	22.0	45.0	42.0	31.0	66.0	62.0	197.0	66.0	55.0				158.0	342.0	248.0
fig|511145.12.peg.1386	b1328	Transcriptional regulator PgrR%2C LysR family	ycjZ	73	103	157	110.0	163.0	279.0	241.0	195.0	174.0	37.0	198.0	156.0	73.0	192.0	155.0	276.0	94.0	122.0				423.0	577.0	423.0
fig|511145.12.peg.1387	b1329	Murein peptide ABC transporter%2C substrate-binding protein (requires DppBCDF)	mppA	208	283	516	99.0	274.0	405.0	301.0	221.0	225.0	106.0	270.0	271.0	153.0	272.0	199.0	355.0	130.0	126.0				937.0	726.0	752.0
fig|511145.12.peg.1388	b1330	Mechanosensitive ion channel	ynaI	83	134	213	733.0	288.0	563.0	314.0	420.0	312.0	209.0	1871.0	654.0	680.0	837.0	937.0	3246.0	334.0	942.0				669.0	2023.0	1496.0
fig|511145.12.peg.1389	b1331	Transposase InsH for insertion sequence element IS5	insH	67	84	185	46.0	61.0	267.0	207.0	96.0	148.0	4.0	27.0	54.0	16.0	31.0	21.0	1107.0	18.0	290.0				835.0	671.0	367.0
fig|511145.12.peg.139	b0135	Uncharacterized fimbrial-like protein YadC	yadC	17	17	51	11.0	12.0	44.0	32.0	45.0	31.0	12.0	84.0	64.0	7.0	30.0	9.0	39.0	16.0	16.0				81.0	39.0	47.0
fig|511145.12.peg.1390	b1332	Uncharacterized inner membrane protein YnaJ	ynaJ	1156	590	1131	764.0	679.0	1622.0	2958.0	1124.0	2103.0	217.0	419.0	582.0	374.0	870.0	753.0	1886.0	499.0	603.0				3510.0	2907.0	2959.0
fig|511145.12.peg.1391	b1333	Universal stress protein E	uspE	632	583	1027	2783.0	1782.0	3810.0	2909.0	1211.0	1654.0	827.0	5587.0	2863.0	2357.0	2624.0	3098.0	7650.0	1542.0	3348.0				3371.0	9385.0	7142.0
fig|511145.12.peg.1392	b1334	Fumarate and nitrate reduction regulatory protein	fnr	1136	1505	2365	2389.0	2237.0	5571.0	5957.0	3398.0	3443.0	277.0	1347.0	916.0	863.0	1303.0	1481.0	7705.0	2782.0	3028.0				9391.0	7570.0	7995.0
fig|511145.12.peg.1393	b1335	Methylated-DNA--protein-cysteine methyltransferase (EC 2.1.1.63)	ogt	67	49	96	69.0	67.0	84.0	119.0	73.0	89.0	25.0	34.0	38.0	43.0	70.0	71.0	140.0	27.0	49.0				305.0	228.0	197.0
fig|511145.12.peg.1394	b1336	Aminobenzoyl-glutamate transport protein	abgT	14	14	18	7.0	17.0	33.0	22.0	27.0	22.0	1.0	16.0	15.0	10.0	18.0	11.0	23.0	12.0	10.0				47.0	61.0	44.0
fig|511145.12.peg.1395	b1337	Catalyzes the cleavage of p-aminobenzoyl-glutamate to p-aminobenzoate and glutamate%2C subunit B	abgB	11	11	22	19.0	12.0	44.0	38.0	13.0	14.0	3.0	35.0	12.0	18.0	18.0	13.0	51.0	11.0	13.0				56.0	46.0	66.0
fig|511145.12.peg.1396	b1338	Catalyzes the cleavage of p-aminobenzoyl-glutamate to p-aminobenzoate and glutamate%2C subunit A	abgA	3	18	15	18.0	16.0	35.0	15.0	10.0	8.0	0.0	19.0	12.0	5.0	1.0	7.0	28.0	7.0	22.0				53.0	47.0	63.0
fig|511145.12.peg.1397		hypothetical protein		0	3	1	0.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	1.0	4.0	2.0	0.0	2.0				2.0	4.0	4.0
fig|511145.12.peg.1398	b1339	Regulatory protein (induces abgABT%2C used to catabolize p-aminobenzoyl-glutamate)	abgR	25	39	67	51.0	80.0	145.0	205.0	56.0	118.0	15.0	69.0	36.0	12.0	55.0	41.0	163.0	72.0	51.0				237.0	281.0	256.0
fig|511145.12.peg.1399	b1340	Probable DNA endonuclease SmrA	ydaL	69	76	105	93.0	109.0	143.0	195.0	104.0	110.0	26.0	123.0	83.0	53.0	109.0	102.0	249.0	66.0	98.0				378.0	381.0	347.0
fig|511145.12.peg.14	b0016	Transposase InsL for insertion sequence element IS186	insL	73	75	121	178.0	199.0	477.0	60.0	69.0	57.0	147.0	963.0	295.0	130.0	159.0	233.0	438.0	204.0	197.0				213.0	107.0	178.0
fig|511145.12.peg.140	b0136	Uncharacterized fimbrial-like protein YadK	yadK	1	5	7	3.0	1.0	2.0	6.0	6.0	2.0	1.0	27.0	13.0	1.0	1.0	5.0	8.0	3.0	2.0				4.0	5.0	7.0
fig|511145.12.peg.1400	b1341	Diguanylate cyclase (EC 2.7.7.65) %3D> DgcM	ydaM	67	32	121	156.0	251.0	850.0	558.0	276.0	457.0	41.0	286.0	205.0	125.0	248.0	241.0	611.0	468.0	205.0				847.0	1535.0	1182.0
fig|511145.12.peg.1401	b1342	Zinc transport protein ZntB	ydaN	247	253	494	728.0	727.0	1503.0	677.0	478.0	485.0	236.0	754.0	651.0	408.0	839.0	769.0	1999.0	596.0	819.0				1278.0	3170.0	2371.0
fig|511145.12.peg.1402		hypothetical protein		20	17	23	22.0	20.0	24.0	32.0	33.0	29.0	3.0	10.0	19.0	36.0	39.0	22.0	55.0	14.0	17.0				58.0	69.0	60.0
fig|511145.12.peg.1403	b1343	ATP-dependent 23S rRNA helicase DbpA	dbpA	77	89	142	210.0	263.0	1112.0	1032.0	325.0	488.0	36.0	60.0	143.0	124.0	172.0	210.0	924.0	555.0	290.0				885.0	2557.0	1940.0
fig|511145.12.peg.1404	b1344	tRNA-(cytosine32)-2-thiocytidine synthetase TtcA	ttcA	218	457	624	426.0	379.0	686.0	1150.0	807.0	900.0	88.0	395.0	345.0	213.0	439.0	430.0	1314.0	282.0	443.0				1655.0	1646.0	1569.0
fig|511145.12.peg.1405	b1345	Phage integrase	intR	22	42	60	33.0	24.0	89.0	99.0	47.0	67.0	23.0	58.0	46.0	25.0	27.0	32.0	105.0	54.0	46.0				127.0	124.0	118.0
fig|511145.12.peg.1406	b1346	ydaQ protein	ydaQ	0	4	3	0.0	1.0	1.0	0.0	1.0	1.0	3.0	15.0	8.0	2.0	0.0	1.0	3.0	0.0	0.0				3.0	3.0	4.0
fig|511145.12.peg.1407		hypothetical protein		0	0	0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0				0.0	1.0	1.0
fig|511145.12.peg.1408	b1349	Recombinational DNA repair protein RecT (prophage associated)	recT	9	18	24	13.0	13.0	16.0	23.0	14.0	17.0	4.0	15.0	15.0	10.0	23.0	12.0	48.0	5.0	10.0				47.0	37.0	55.0
fig|511145.12.peg.1409	b1350	Exodeoxyribonuclease VIII (EC 3.1.11.-)	recE	18	28	31	30.0	22.0	71.0	39.0	20.0	22.0	18.0	44.0	76.0	22.0	39.0	22.0	78.0	20.0	36.0				94.0	116.0	99.0
fig|511145.12.peg.141	b0137	Uncharacterized fimbrial-like protein YadL	yadL	2	5	7	5.0	0.0	6.0	6.0	5.0	4.0	3.0	9.0	6.0	0.0	6.0	3.0	11.0	9.0	7.0				11.0	14.0	13.0
fig|511145.12.peg.1410	b1351	Protein RacC	racC	0	0	1	0.0	0.0	1.0	0.0	0.0	2.0	0.0	10.0	3.0	0.0	0.0	1.0	0.0	2.0	0.0				0.0	1.0	2.0
fig|511145.12.peg.1411	b4526	Uncharacterized phage-associated protein YdaE	ydaE	0	0	0	0.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0				0.0	1.0	0.0
fig|511145.12.peg.1412	b1352	Phage host-killing protein Kil	kilR	2	2	0	4.0	0.0	7.0	1.0	1.0	4.0	11.0	31.0	11.0	2.0	2.0	1.0	3.0	7.0	2.0				2.0	13.0	14.0
fig|511145.12.peg.1413	b1353	Phage superinfection exclusion protein B	sieB	5	2	10	11.0	4.0	8.0	1.0	6.0	5.0	3.0	30.0	22.0	4.0	20.0	14.0	17.0	3.0	7.0				23.0	44.0	22.0
fig|511145.12.peg.1414	b4527	Phage head%2C head-DNA stabilization protein D	ydaF	1	1	8	3.0	3.0	12.0	2.0	5.0	3.0	0.0	13.0	13.0	0.0	2.0	1.0	10.0	13.0	2.0				14.0	10.0	8.0
fig|511145.12.peg.1415	b1355	Phage protein	ydaG	5	4	6	10.0	3.0	15.0	6.0	6.0	13.0	1.0	6.0	6.0	2.0	5.0	5.0	7.0	1.0	7.0				10.0	15.0	16.0
fig|511145.12.peg.1416	b1356	Rac prophage repressor	racR	327	282	600	900.0	528.0	1354.0	1440.0	821.0	1043.0	143.0	362.0	342.0	337.0	679.0	646.0	3251.0	714.0	899.0				2436.0	3530.0	3152.0
fig|511145.12.peg.1417	b1358	Phage activator protein cII	ydaT	6	3	10	13.0	8.0	30.0	43.0	12.0	23.0	5.0	24.0	23.0	6.0	18.0	20.0	37.0	8.0	19.0				41.0	87.0	79.0
fig|511145.12.peg.1418	b1359	Phage DNA replication protein O	ydaU	8	11	12	16.0	20.0	41.0	49.0	15.0	34.0	3.0	15.0	22.0	11.0	24.0	10.0	31.0	16.0	15.0				38.0	63.0	50.0
fig|511145.12.peg.1419	b1360	Bacteriophage-encoded homolog of DNA replication protein DnaC	ydaV	9	5	15	5.0	6.0	19.0	20.0	15.0	16.0	7.0	4.0	25.0	3.0	5.0	11.0	9.0	8.0	9.0				33.0	38.0	28.0
fig|511145.12.peg.142	b0138	Uncharacterized fimbrial-like protein YadM	yadM	0	3	0	3.0	1.0	0.0	1.0	0.0	0.0	5.0	5.0	3.0	0.0	0.0	2.0	3.0	0.0	0.0				6.0	1.0	5.0
fig|511145.12.peg.1420		Putative uncharacterized phage-associated protein%2C YdaW family		21	26	56	57.0	56.0	66.0	69.0	73.0	79.0	14.0	38.0	65.0	24.0	73.0	50.0	134.0	19.0	44.0				112.0	163.0	152.0
fig|511145.12.peg.1421	b1362	Phage endopeptidase Rz	rzpR	2	2	15	17.0	19.0	30.0	41.0	22.0	22.0	9.0	46.0	16.0	4.0	10.0	12.0	67.0	12.0	28.0				79.0	65.0	75.0
